cpmPriceInEuro;semanticSegmentProviderId;semanticSegmentTypeId;semanticSegmentName;description;parentId;parentIds;isRoot;hasChildren;semanticSegmentId;semanticSegmentProviderName;semanticSegmentTypeName;semanticSegmentNameClean;levels
0.25;25;61;1. Display Attention - Low AU;Target display inventory with a low likelihood of attention (Low Adelaide AU Score);30865.0;[30865];False;False;30866;adelaide;attention measurement;1. display attention - low au;['1', 'display attention - low au']
0.5;25;61;1. OLV Attention - Low AU;Target online video inventory with a low likelihood of attention (Low Adelaide AU Score);30869.0;[30869];False;False;30870;adelaide;attention measurement;1. olv attention - low au;['1', 'olv attention - low au']
0.25;25;61;2. Display Attention - Medium AU;Target display inventory with an average likelihood of attention (average or medium Adelaide AU Score);30865.0;[30865];False;False;30867;adelaide;attention measurement;2. display attention - medium au;['2', 'display attention - medium au']
0.5;25;61;2. OLV Attention - Medium AU;Target online video inventory with an average likelihood of attention (average or medium Adelaide AU Score);30869.0;[30869];False;False;30871;adelaide;attention measurement;2. olv attention - medium au;['2', 'olv attention - medium au']
0.25;25;61;3. Display Attention - High AU;Target display inventory with a high likelihood of attention (High Adelaide AU Score);30865.0;[30865];False;False;30868;adelaide;attention measurement;3. display attention - high au;['3', 'display attention - high au']
0.5;25;61;3. OLV Attention - High AU;Target online video inventory with a high likelihood of attention (High Adelaide AU Score);30869.0;[30869];False;False;30872;adelaide;attention measurement;3. olv attention - high au;['3', 'olv attention - high au']
0.05;20;41;Adloox : Adloox - 366 brandsafety;;;;True;False;23098;peer39;adloox;366 brandsafety;['366 brandsafety']
0.05;20;41;Adloox : Adloox - Dell Hybrid Brandsafety;;;;True;False;23099;peer39;adloox;dell hybrid brandsafety;['dell hybrid brandsafety']
0.05;20;41;Adloox : Adloox - IVT - Bad Autorefresh - exclusion;;;;True;False;23100;peer39;adloox;ivt - bad autorefresh - exclusion;['ivt', 'bad autorefresh', 'exclusion']
0.05;20;41;Adloox : Adloox - IVT - Early Autorefresh - exclusion;;;;True;False;23101;peer39;adloox;ivt - early autorefresh - exclusion;['ivt', 'early autorefresh', 'exclusion']
0.05;20;41;Adloox : Adloox - IVT - Fake domain - exclusion;;;;True;False;23102;peer39;adloox;ivt - fake domain - exclusion;['ivt', 'fake domain', 'exclusion']
0.05;20;41;Adloox : Adloox - IVT - Ghost Ad Call - exclusion;;;;True;False;23103;peer39;adloox;ivt - ghost ad call - exclusion;['ivt', 'ghost ad call', 'exclusion']
0.05;20;41;Adloox : Adloox - Negative News - Exclusion;;;;True;False;23104;peer39;adloox;negative news - exclusion;['negative news', 'exclusion']
0.05;20;41;Adloox : Adloox - Time Spent - Above 12 secs - inclusion;;;;True;False;23105;peer39;adloox;time spent - above 12 secs - inclusion;['time spent', 'above 12 secs', 'inclusion']
0.05;20;41;Adloox : Adloox - Time Spent - Below 12 secs - exclusion;;;;True;False;23106;peer39;adloox;time spent - below 12 secs - exclusion;['time spent', 'below 12 secs', 'exclusion']
0.05;20;41;Adloox : Adloox - Viewability 160_600 - Higher 50pct - inclusion;;;;True;False;23107;peer39;adloox;viewability 160_600 - higher 50pct - inclusion;['viewability 160_600', 'higher 50pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 160_600 - Higher 70pct - inclusion;;;;True;False;23108;peer39;adloox;viewability 160_600 - higher 70pct - inclusion;['viewability 160_600', 'higher 70pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 300_250 - Higher 50pct - inclusion;;;;True;False;23109;peer39;adloox;viewability 300_250 - higher 50pct - inclusion;['viewability 300_250', 'higher 50pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 300_250 - Higher 70pct - inclusion;;;;True;False;23110;peer39;adloox;viewability 300_250 - higher 70pct - inclusion;['viewability 300_250', 'higher 70pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 300_600 - Higher 50pct - inclusion;;;;True;False;23111;peer39;adloox;viewability 300_600 - higher 50pct - inclusion;['viewability 300_600', 'higher 50pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 300_600 - Higher 70pct - inclusion;;;;True;False;23112;peer39;adloox;viewability 300_600 - higher 70pct - inclusion;['viewability 300_600', 'higher 70pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 320_50 - Higher 50pct - inclusion;;;;True;False;23113;peer39;adloox;viewability 320_50 - higher 50pct - inclusion;['viewability 320_50', 'higher 50pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 320_50 - Higher 70pct - inclusion;;;;True;False;23114;peer39;adloox;viewability 320_50 - higher 70pct - inclusion;['viewability 320_50', 'higher 70pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 728_90 - Higher 50pct - inclusion;;;;True;False;23115;peer39;adloox;viewability 728_90 - higher 50pct - inclusion;['viewability 728_90', 'higher 50pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability 728_90 - Higher 70pct - inclusion;;;;True;False;23116;peer39;adloox;viewability 728_90 - higher 70pct - inclusion;['viewability 728_90', 'higher 70pct', 'inclusion']
0.05;20;41;Adloox : Adloox - Viewability All formats - Below 40pct - exclusion;;;;True;False;23117;peer39;adloox;viewability all formats - below 40pct - exclusion;['viewability all formats', 'below 40pct', 'exclusion']
0.25;18;19;App - Age Rating 12+;Targets apps rated 12+ (iOS AppStore), Teen, Mature (GooglePlay), Mature, Restricted (GooglePlay AUS), 12+, 14+, 16+ (GooglePlay Brazil);;;True;False;20127;grapeshotv2;app store context;app - age rating 12+;['app', 'age rating 12+']
0.25;18;19;App - Age Rating 3+;Targets apps rated 4+ (iOS AppStore), Everyone (GooglePlay), General (GooglePlay AUS), All ages (GooglePlay Brazil);;;True;False;20128;grapeshotv2;app store context;app - age rating 3+;['app', 'age rating 3+']
0.25;18;19;App - Age Rating 7+;Targets apps rated 9+ (iOS AppStore), 10+ (GooglePlay), Parental Guidance (GooglePlay AUS), 10+ (GooglePlay Brazil);;;True;False;20130;grapeshotv2;app store context;app - age rating 7+;['app', 'age rating 7+']
0.25;18;19;App - Age Rating Adult;Targets apps rated 17+ (iOS AppStore), Adults Only (GooglePlay), 18+ (GooglePlay AUS), 18+ (GooglePlay Brazil);;;True;False;20133;grapeshotv2;app store context;app - age rating adult;['app', 'age rating adult']
0.25;18;19;App 0 Star Rating;Target apps with a 0 star rating. Normally this will be due to the app not yet having any reviews.;;;True;False;20115;grapeshotv2;app store context;app 0 star rating;['app 0 star rating']
0.25;18;19;App 1 Star Rating;Targets apps with an average star rating between 1 - 1.9999;;;True;False;20117;grapeshotv2;app store context;app 1 star rating;['app 1 star rating']
0.25;18;19;App 2 Star Rating;Targets apps with an average star rating between 2 - 2.9999;;;True;False;20118;grapeshotv2;app store context;app 2 star rating;['app 2 star rating']
0.25;18;19;App 3 Star Rating;Targets apps with an average star rating between 3 - 3.9999;;;True;False;20121;grapeshotv2;app store context;app 3 star rating;['app 3 star rating']
0.25;18;19;App 4 Star Rating;Targets apps with an average star rating between 4 - 4.9999;;;True;False;20122;grapeshotv2;app store context;app 4 star rating;['app 4 star rating']
0.25;18;19;App 5 Star Rating;Targets apps with an average star rating of 5;;;True;False;20124;grapeshotv2;app store context;app 5 star rating;['app 5 star rating']
0.25;18;19;App Reviews - [10m, 50m [ reviews;Targets apps with 10m - 50m reviews.;;;True;False;20137;grapeshotv2;app store context;app reviews - [10m, 50m [ reviews;['app reviews', '[10m, 50m [ reviews']
0.25;18;19;App Reviews - [1m, 5m [ reviews;Targets apps with 1m - 5m reviews.;;;True;False;20135;grapeshotv2;app store context;app reviews - [1m, 5m [ reviews;['app reviews', '[1m, 5m [ reviews']
0.25;18;19;App Reviews - [500k, 1m [ reviews;Targets apps with 500k - 1m reviews.;;;True;False;20144;grapeshotv2;app store context;app reviews - [500k, 1m [ reviews;['app reviews', '[500k, 1m [ reviews']
0.25;18;19;App Reviews - [50k, 500k [ reviews;Targets apps with 50k - 500k reviews.;;;True;False;20145;grapeshotv2;app store context;app reviews - [50k, 500k [ reviews;['app reviews', '[50k, 500k [ reviews']
0.25;18;19;App Reviews - [50m, 100m [ reviews;Targets apps with 50m - 100m reviews.;;;True;False;20142;grapeshotv2;app store context;app reviews - [50m, 100m [ reviews;['app reviews', '[50m, 100m [ reviews']
0.25;18;19;App Reviews - [5m, 10m [ reviews;Targets apps with 5m - 10m reviews.;;;True;False;20140;grapeshotv2;app store context;app reviews - [5m, 10m [ reviews;['app reviews', '[5m, 10m [ reviews']
0.25;18;19;App Reviews - 100m or more;Targets apps with 100m or more reviews.;;;True;False;20139;grapeshotv2;app store context;app reviews - 100m or more;['app reviews', '100m or more']
0.25;18;19;App Reviews - less than 50k reviews;Targets apps with less than 50K reviews.;;;True;False;20147;grapeshotv2;app store context;app reviews - less than 50k reviews;['app reviews', 'less than 50k reviews']
0.25;25;61;Display Attention;;;;True;True;30865;adelaide;attention measurement;display attention;['display attention']
0.0;20;23;Negative;;;;True;True;21389;peer39;brand suitability;negative;['negative']
0.05;20;23;Negative : Accidents;;21389.0;[21389];False;False;21390;peer39;brand suitability;negative : accidents;['negative', 'accidents']
0.05;20;23;Negative : Adult & Explicit Sexual Content;;21389.0;[21389];False;True;21391;peer39;brand suitability;negative : adult & explicit sexual content;['negative', 'adult & explicit sexual content']
0.05;20;23;Negative : Adult & Explicit Sexual Content : GARM Low Risk;;21391.0;[21391, 21389];False;False;21392;peer39;brand suitability;negative : adult & explicit sexual content : garm low risk;['negative', 'adult & explicit sexual content', 'garm low risk']
0.05;20;23;Negative : Adult & Explicit Sexual Content : GARM Medium Risk;;21391.0;[21391, 21389];False;False;21393;peer39;brand suitability;negative : adult & explicit sexual content : garm medium risk;['negative', 'adult & explicit sexual content', 'garm medium risk']
0.05;20;23;Negative : Alcohol;;21389.0;[21389];False;False;21394;peer39;brand suitability;negative : alcohol;['negative', 'alcohol']
0.05;20;23;Negative : Arms & Ammunition;;21389.0;[21389];False;True;21395;peer39;brand suitability;negative : arms & ammunition;['negative', 'arms & ammunition']
0.05;20;23;Negative : Arms & Ammunition : GARM Low Risk;;21395.0;[21395, 21389];False;False;21396;peer39;brand suitability;negative : arms & ammunition : garm low risk;['negative', 'arms & ammunition', 'garm low risk']
0.05;20;23;Negative : Arms & Ammunition : GARM Medium Risk;;21395.0;[21395, 21389];False;False;21397;peer39;brand suitability;negative : arms & ammunition : garm medium risk;['negative', 'arms & ammunition', 'garm medium risk']
0.05;20;23;Negative : Controversial Subjects;;21389.0;[21389];False;False;21398;peer39;brand suitability;negative : controversial subjects;['negative', 'controversial subjects']
0.05;20;23;Negative : Crime & Harmful acts;;21389.0;[21389];False;True;21399;peer39;brand suitability;negative : crime & harmful acts;['negative', 'crime & harmful acts']
0.05;20;23;Negative : Crime & Harmful acts : GARM Low Risk;;21399.0;[21399, 21389];False;False;21400;peer39;brand suitability;negative : crime & harmful acts : garm low risk;['negative', 'crime & harmful acts', 'garm low risk']
0.05;20;23;Negative : Crime & Harmful acts : GARM Medium Risk;;21399.0;[21399, 21389];False;False;21401;peer39;brand suitability;negative : crime & harmful acts : garm medium risk;['negative', 'crime & harmful acts', 'garm medium risk']
0.05;20;23;Negative : Death;;21389.0;[21389];False;False;21402;peer39;brand suitability;negative : death;['negative', 'death']
0.05;20;23;Negative : Death, Injury or Military Conflict;;21389.0;[21389];False;True;21403;peer39;brand suitability;negative : death, injury or military conflict;['negative', 'death, injury or military conflict']
0.05;20;23;Negative : Death, Injury or Military Conflict : GARM Low Risk;;21403.0;[21403, 21389];False;False;21404;peer39;brand suitability;negative : death, injury or military conflict : garm low risk;['negative', 'death, injury or military conflict', 'garm low risk']
0.05;20;23;Negative : Death, Injury or Military Conflict : GARM Medium Risk;;21403.0;[21403, 21389];False;False;21405;peer39;brand suitability;negative : death, injury or military conflict : garm medium risk;['negative', 'death, injury or military conflict', 'garm medium risk']
0.05;20;23;Negative : Debated Sensitive Social Issues;;21389.0;[21389];False;True;21406;peer39;brand suitability;negative : debated sensitive social issues;['negative', 'debated sensitive social issues']
0.05;20;23;Negative : Debated Sensitive Social Issues : GARM Low Risk;;21406.0;[21406, 21389];False;False;21407;peer39;brand suitability;negative : debated sensitive social issues : garm low risk;['negative', 'debated sensitive social issues', 'garm low risk']
0.05;20;23;Negative : Debated Sensitive Social Issues : GARM Medium Risk;;21406.0;[21406, 21389];False;False;21408;peer39;brand suitability;negative : debated sensitive social issues : garm medium risk;['negative', 'debated sensitive social issues', 'garm medium risk']
0.05;20;23;Negative : Disasters;;21389.0;[21389];False;False;21409;peer39;brand suitability;negative : disasters;['negative', 'disasters']
0.05;20;23;Negative : Drugs;;21389.0;[21389];False;False;21410;peer39;brand suitability;negative : drugs;['negative', 'drugs']
0.05;20;23;Negative : Fake News;;21389.0;[21389];False;False;21411;peer39;brand suitability;negative : fake news;['negative', 'fake news']
0.05;20;23;Negative : Gambling;;21389.0;[21389];False;False;21412;peer39;brand suitability;negative : gambling;['negative', 'gambling']
0.05;20;23;Negative : Hate speech;;21389.0;[21389];False;True;21413;peer39;brand suitability;negative : hate speech;['negative', 'hate speech']
0.05;20;23;Negative : Hate speech : GARM Low Risk;;21413.0;[21413, 21389];False;False;21414;peer39;brand suitability;negative : hate speech : garm low risk;['negative', 'hate speech', 'garm low risk']
0.05;20;23;Negative : Hate speech : GARM Medium Risk;;21413.0;[21413, 21389];False;False;21415;peer39;brand suitability;negative : hate speech : garm medium risk;['negative', 'hate speech', 'garm medium risk']
0.05;20;23;Negative : Illegal Drugs_Tobacco_e-cigarettes_Vaping_Alcohol;;21389.0;[21389];False;True;21416;peer39;brand suitability;negative : illegal drugs_tobacco_e-cigarettes_vaping_alcohol;['negative', 'illegal drugs_tobacco_e-cigarettes_vaping_alcohol']
0.05;20;23;Negative : Illegal Drugs_Tobacco_e-cigarettes_Vaping_Alcohol : GARM Low Risk;;21416.0;[21416, 21389];False;False;21417;peer39;brand suitability;negative : illegal drugs_tobacco_e-cigarettes_vaping_alcohol : garm low risk;['negative', 'illegal drugs_tobacco_e-cigarettes_vaping_alcohol', 'garm low risk']
0.05;20;23;Negative : Illegal Drugs_Tobacco_e-cigarettes_Vaping_Alcohol : GARM Medium Risk;;21416.0;[21416, 21389];False;False;21418;peer39;brand suitability;negative : illegal drugs_tobacco_e-cigarettes_vaping_alcohol : garm medium risk;['negative', 'illegal drugs_tobacco_e-cigarettes_vaping_alcohol', 'garm medium risk']
0.05;20;23;Negative : Negative News;;21389.0;[21389];False;False;21419;peer39;brand suitability;negative : negative news;['negative', 'negative news']
0.05;20;23;Negative : Obscenity and Profanity;;21389.0;[21389];False;True;21420;peer39;brand suitability;negative : obscenity and profanity;['negative', 'obscenity and profanity']
0.05;20;23;Negative : Obscenity and Profanity : GARM Low Risk;;21420.0;[21420, 21389];False;False;21421;peer39;brand suitability;negative : obscenity and profanity : garm low risk;['negative', 'obscenity and profanity', 'garm low risk']
0.05;20;23;Negative : Obscenity and Profanity : GARM Medium Risk;;21420.0;[21420, 21389];False;False;21422;peer39;brand suitability;negative : obscenity and profanity : garm medium risk;['negative', 'obscenity and profanity', 'garm medium risk']
0.05;20;23;Negative : Online piracy;;21389.0;[21389];False;True;21423;peer39;brand suitability;negative : online piracy;['negative', 'online piracy']
0.05;20;23;Negative : Online piracy : GARM Low Risk;;21423.0;[21423, 21389];False;False;21424;peer39;brand suitability;negative : online piracy : garm low risk;['negative', 'online piracy', 'garm low risk']
0.05;20;23;Negative : Online piracy : GARM Medium Risk;;21423.0;[21423, 21389];False;False;21425;peer39;brand suitability;negative : online piracy : garm medium risk;['negative', 'online piracy', 'garm medium risk']
0.05;20;23;Negative : Spam or Harmful Content;;21389.0;[21389];False;True;21426;peer39;brand suitability;negative : spam or harmful content;['negative', 'spam or harmful content']
0.05;20;23;Negative : Spam or Harmful Content : GARM Low Risk;;21426.0;[21426, 21389];False;False;21427;peer39;brand suitability;negative : spam or harmful content : garm low risk;['negative', 'spam or harmful content', 'garm low risk']
0.05;20;23;Negative : Spam or Harmful Content : GARM Medium Risk;;21426.0;[21426, 21389];False;False;21428;peer39;brand suitability;negative : spam or harmful content : garm medium risk;['negative', 'spam or harmful content', 'garm medium risk']
0.05;20;23;Negative : Terrorism;;21389.0;[21389];False;True;21429;peer39;brand suitability;negative : terrorism;['negative', 'terrorism']
0.05;20;23;Negative : Terrorism : GARM Low Risk;;21429.0;[21429, 21389];False;False;21430;peer39;brand suitability;negative : terrorism : garm low risk;['negative', 'terrorism', 'garm low risk']
0.05;20;23;Negative : Terrorism : GARM Medium Risk;;21429.0;[21429, 21389];False;False;21431;peer39;brand suitability;negative : terrorism : garm medium risk;['negative', 'terrorism', 'garm medium risk']
0.05;20;23;Negative : Tobacco;;21389.0;[21389];False;False;21432;peer39;brand suitability;negative : tobacco;['negative', 'tobacco']
0.0;20;23;Negative Industry;;;;True;True;21433;peer39;brand suitability;negative industry;['negative industry']
0.05;20;23;Negative Industry : Airline;;21433.0;[21433];False;False;21434;peer39;brand suitability;negative industry : airline;['negative industry', 'airline']
0.05;20;23;Negative Industry : Automotive;;21433.0;[21433];False;False;21435;peer39;brand suitability;negative industry : automotive;['negative industry', 'automotive']
0.05;20;23;Negative Industry : Clothing;;21433.0;[21433];False;False;21436;peer39;brand suitability;negative industry : clothing;['negative industry', 'clothing']
0.05;20;23;Negative Industry : Coronavirus;;21433.0;[21433];False;False;21437;peer39;brand suitability;negative industry : coronavirus;['negative industry', 'coronavirus']
0.05;20;23;Negative Industry : Finance;;21433.0;[21433];False;False;21438;peer39;brand suitability;negative industry : finance;['negative industry', 'finance']
0.05;20;23;Negative Industry : Oil;;21433.0;[21433];False;False;21439;peer39;brand suitability;negative industry : oil;['negative industry', 'oil']
0.05;20;23;Negative Industry : Pharmaceutical;;21433.0;[21433];False;False;21440;peer39;brand suitability;negative industry : pharmaceutical;['negative industry', 'pharmaceutical']
0.05;20;23;Negative Industry : Travel;;21433.0;[21433];False;False;21441;peer39;brand suitability;negative industry : travel;['negative industry', 'travel']
0.5;25;61;OLV Attention;;;;True;True;30869;adelaide;attention measurement;olv attention;['olv attention']
0.05;20;23;Safe For All Audiences;;24876.0;[24876];False;False;31962;peer39;brand suitability;safe for all audiences;['safe for all audiences']
0.03;7;5;Adult;;;;True;False;12486;sirdata;brandsafety;adult;['adult']
0.05;18;5;Adult Content;;;;True;False;21040;grapeshotv2;brandsafety;adult content;['adult content']
0.05;18;5;Adult Content - High;Block illegal sale, distribution, and consumption of child pornography. Explicit or gratuitous depiction of sexual acts, and/or display of genitals, real or animated. Suggestive sexual situations requiring adult supervision/approval or warnings.;30983.0;[30983];False;False;18958;grapeshotv2;brandsafety;adult content - high;['adult content', 'high']
0.05;18;5;Adult Content - High Medium;Block dramatic depiction of sexual acts or sexuality issues presented in the context of entertainment. News or op-ed coverage of adult issues as well, as high risk adult and explicit sexual content.;30983.0;[30983];False;False;18959;grapeshotv2;brandsafety;adult content - high medium;['adult content', 'high medium']
0.05;18;5;Adult Content - High Medium Low;Block educational, informative, scientific treatment of sexual subjects or sexual relationships or sexuality, as well as high and medium risk adult and explicit sexual content.;30983.0;[30983];False;False;18960;grapeshotv2;brandsafety;adult content - high medium low;['adult content', 'high medium low']
0.05;18;5;Arms and Ammunition;;;;True;False;21041;grapeshotv2;brandsafety;arms and ammunition;['arms and ammunition']
0.05;18;5;Arms Content - High;Block promotion and advocacy of sales of illegal arms, rifles, and handguns. Instructive content on how to obtain, make, distribute, or use illegal arms. Glamorization of illegal arms for the purpose of harm to others. Use of illegal arms in unregulated e;30983.0;[30983];False;False;18961;grapeshotv2;brandsafety;arms content - high;['arms content', 'high']
0.05;18;5;Arms Content - High Medium;Block dramatic depiction of weapons use presented in the context of entertainment. News or op-ed coverage of arms and ammunition, as well as high risk arms and ammunition content;30983.0;[30983];False;False;18962;grapeshotv2;brandsafety;arms content - high medium;['arms content', 'high medium']
0.05;18;5;Arms Content - High Medium Low;Block educational, informative, scientific treatment of arms use, possession, or illegal sale, as well as high and medium risk arms and ammunition content.;30983.0;[30983];False;False;18963;grapeshotv2;brandsafety;arms content - high medium low;['arms content', 'high medium low']
0.05;18;5;Brand Safe Content;Target to serve on exclusively brand safe content.;;;True;True;21050;grapeshotv2;brandsafety;brand safe content;['brand safe content']
0.05;18;5;Brand Safe Content - High;Target to serve on exclusively brand safe content. Content matching any segment in the high risk brand safety tier, as well as any uncategorised content, is considered unsafe.;30983.0;[30983];False;False;30017;grapeshotv2;brandsafety;brand safe content - high;['brand safe content', 'high']
0.05;18;5;Brand Safe Content - High Medium;Target to serve on exclusively brand safe content. Content matching any segment in the high or medium risk brand safety tiers, as well as any uncategorised content, is considered unsafe.;30983.0;[30983];False;False;30018;grapeshotv2;brandsafety;brand safe content - high medium;['brand safe content', 'high medium']
0.05;18;5;Brand Safe Content - Strict;Target to serve on exclusively brand safe content. Content matching any segment in the high, medium or low risk brand safety tiers, as well as any uncategorised content, is considered unsafe.;30983.0;[30983];False;False;19002;grapeshotv2;brandsafety;brand safe content - strict;['brand safe content', 'strict']
0.03;7;5;Brand Safety;;;;True;False;12554;sirdata;brandsafety;brand safety;['brand safety']
0.1;4;5;Brand Safety Shield IAB Standard;;13215.0;[13215];False;False;8130;qwarry;brandsafety;brand safety shield iab standard;['brand safety shield iab standard']
0.1;4;5;Brand Safety Shield Medium;;13215.0;[13215];False;False;8129;qwarry;brandsafety;brand safety shield medium;['brand safety shield medium']
0.1;4;5;Brand Safety Shield Strong;;13215.0;[13215];False;False;8128;qwarry;brandsafety;brand safety shield strong;['brand safety shield strong']
0.1;4;5;Brand Suitability Shield IAB Standard;;13215.0;[13215];False;False;7915;qwarry;brandsafety;brand suitability shield iab standard;['brand suitability shield iab standard']
0.1;4;5;Brand Suitability Shield Medium;;13215.0;[13215];False;False;8066;qwarry;brandsafety;brand suitability shield medium;['brand suitability shield medium']
0.1;4;5;Brand Suitability Shield Strong;;13215.0;[13215];False;False;8256;qwarry;brandsafety;brand suitability shield strong;['brand suitability shield strong']
0.03;7;5;Bullying & Harassement;;;;True;False;12491;sirdata;brandsafety;bullying & harassement;['bullying', 'harassement']
0.2;18;5;Covid 19;(Covid 19) Stories, articles, news and reference to the global COVID 19 pandemic.;;;True;False;20439;grapeshotv2;brandsafety;covid 19;['covid 19']
0.03;7;5;Crime;;;;True;False;12548;sirdata;brandsafety;crime;['crime']
0.05;18;5;Crime Content;;;;True;False;21042;grapeshotv2;brandsafety;crime content;['crime content']
0.05;18;5;Crime Content - High;Block graphic promotion, advocacy, and depiction of willful harm and actual unlawful criminal activity. Explicit violations/demeaning offenses of Human Rights (e.g., trafficking, slavery, etc.). Depictions of criminal/harmful acts or violation of human ri;30983.0;[30983];False;False;18966;grapeshotv2;brandsafety;crime content - high;['crime content', 'high']
0.05;18;5;Crime Content - High Medium;Blocks dramatic depiction of criminal activity or human rights violations presented in the context of entertainment. News or op-ed coverage of criminal activity or human rights violations, as well as high risk Crime content;30983.0;[30983];False;False;18967;grapeshotv2;brandsafety;crime content - high medium;['crime content', 'high medium']
0.05;18;5;Crime Content - High Medium Low;Block educational, informative, scientific treatment of crime or criminal acts, or human rights violations as well as high and medium risk crime content.;30983.0;[30983];False;False;18970;grapeshotv2;brandsafety;crime content - high medium low;['crime content', 'high medium low']
0.05;18;5;Death and Injury;;;;True;False;21043;grapeshotv2;brandsafety;death and injury;['death and injury']
0.05;18;5;Death and Injury - High;Block promotion, incitement or advocacy of violence, death or injury. Murder or willful bodily harm to others. Graphic descriptions of willful harm to others. Incendiary content provoking, enticing, or evoking military aggression. Depiction of death or in;30983.0;[30983];False;False;18972;grapeshotv2;brandsafety;death and injury - high;['death and injury', 'high']
0.05;18;5;Death and Injury - High Medium;Block dramatic depiction of death, injury, or military conflict presented in the context of entertainment. News or op-ed coverage of death, injury or military conflict, as well as high risk death, injury or military conflict content.;30983.0;[30983];False;False;18975;grapeshotv2;brandsafety;death and injury - high medium;['death and injury', 'high medium']
0.05;18;5;Death and Injury - High Medium Low;Block educational, informative, scientific treatment of death or injury, or military conflict, as well as high and medium risk death, injury or military conflict content.;30983.0;[30983];False;False;18976;grapeshotv2;brandsafety;death and injury - high medium low;['death and injury', 'high medium low']
0.03;7;5;Death or Injury;;;;True;False;12499;sirdata;brandsafety;death or injury;['death or injury']
0.03;7;5;Discriminative & Hate Speech;;;;True;False;12552;sirdata;brandsafety;discriminative & hate speech;['discriminative', 'hate speech']
0.05;18;5;Drugs;;;;True;False;21045;grapeshotv2;brandsafety;drugs;['drugs']
0.05;18;5;Drugs - High;Block sale or promotion of illegal drug use – including abuse of prescription drugs. Federal jurisdiction applies, but allowable where legal local jurisdiction can be effectively managed. Promotion and advocacy of tobacco and e-cigarette (Vaping) & alcoho;30983.0;[30983];False;False;18979;grapeshotv2;brandsafety;drugs - high;['drugs', 'high']
0.05;18;5;Drugs - High Medium;Block dramatic depiction of illegal drug use/prescription abuse, tobacco, vaping or alcohol use presented in the context of entertainment. News or op-ed coverage of illegal drug use/prescription abuse, tobacco, vaping or alcohol use, as well as high risk;30983.0;[30983];False;False;18982;grapeshotv2;brandsafety;drugs - high medium;['drugs', 'high medium']
0.05;18;5;Drugs - High Medium Low;Block educational, informative, scientific treatment of illegal drug use/prescription abuse, tobacco, vaping or alcohol, as well as high and medium risk drugs, tobacco and alcohol content.;30983.0;[30983];False;False;18983;grapeshotv2;brandsafety;drugs - high medium low;['drugs', 'high medium low']
0.03;7;5;Flight Safety;;;;True;False;12483;sirdata;brandsafety;flight safety;['flight safety']
0.03;7;5;Fraud & Scam;;;;True;False;12535;sirdata;brandsafety;fraud & scam;['fraud', 'scam']
0.03;7;5;Guns and Weapons;;;;True;False;12562;sirdata;brandsafety;guns and weapons;['guns and weapons']
0.03;7;5;Hacking & Cyber Terrorism;;;;True;False;12533;sirdata;brandsafety;hacking & cyber terrorism;['hacking', 'cyber terrorism']
0.05;18;5;Hatespeech;;;;True;False;21046;grapeshotv2;brandsafety;hatespeech;['hatespeech']
0.05;18;5;Hatespeech - High;Block content that incites hatred, promotes violence, vilifies, depicts or portrays denigrating or inciting content or dehumanizes groups or individuals based on race, ethnicity, gender, sexual orientation, gender identity, age, ability, nationality, reli;30983.0;[30983];False;False;18986;grapeshotv2;brandsafety;hatespeech - high;['hatespeech', 'high']
0.05;18;5;Hatespeech - High Medium;Block dramatic depiction of hate speech/acts presented in the context of entertainment. Breaking news or op-ed coverage of hate speech/acts, as well as high risk hate speech and acts of aggression content.;30983.0;[30983];False;False;18987;grapeshotv2;brandsafety;hatespeech - high medium;['hatespeech', 'high medium']
0.05;18;5;Hatespeech - High Medium Low;Block educational, informative, scientific treatment of hate speech and acts of aggression, as well as high and medium risk hate speech and acts of aggression content.;30983.0;[30983];False;False;18989;grapeshotv2;brandsafety;hatespeech - high medium low;['hatespeech', 'high medium low']
0.05;18;5;Illegal Download;;;;True;False;21044;grapeshotv2;brandsafety;illegal download;['illegal download']
0.03;7;5;Illegal Drugs;;;;True;False;12564;sirdata;brandsafety;illegal drugs;['illegal drugs']
0.0;4;5;Inclusion Segments;;;;True;True;13218;qwarry;brandsafety;inclusion segments;['inclusion segments']
0.05;18;5;Military;;;;True;False;21047;grapeshotv2;brandsafety;military;['military']
0.03;7;5;Natural Disaster;;;;True;False;12539;sirdata;brandsafety;natural disaster;['natural disaster']
0.05;18;5;neg blocklist test ek;;;;True;False;21085;grapeshotv2;brandsafety;neg blocklist test ek;['neg blocklist test ek']
0.05;18;5;neg brand_safety 888 sports;;;;True;False;21086;grapeshotv2;brandsafety;neg brand_safety 888 sports;['neg brand', 'safety 888 sports']
0.05;18;5;neg enterprise capital one 2023;;;;True;False;21087;grapeshotv2;brandsafety;neg enterprise capital one 2023;['neg enterprise capital one 2023']
